"price","ppi","fdd"
43.6,27.20000076,0
52.1,27.20000076,0
46.6,27.20000076,0
46.6,27.20000076,0
46.6,27.29924,0
46.6,27.39962,0
46.6,28,0
46.6,28.70000076,0
46.6,29.10000038,0
39.8,29.20000076,0
41.6,29.5,0
41.3,30,4
41.3,30.5,2
41.3,30.79924,1
41.3,30.79924,0
41.3,30.79924,0
44.3,30.89962,0
45.1,30.79924,0
42.1,30.79924,0
42.2,30.79924,0
41.3,30.79924,0
41.3,31,0
36,31,0
34.6,30.89962,0
34.6,30.79924,0
34.6,30.70000076,0
34.6,30.79924,0
34.6,30.60000038,0
30.1,30.60000038,0
30.1,30.5,0
34.6,30.79924,0
34.6,30.79924,0
34.6,30.79924,0
34.6,30.60000038,0
34.6,30.5,0
30.1,30.20000076,0
32.2,30.29924,0
32.2,30.20000076,0
32.2,30.20000076,0
34.6,30.10000038,0
34.6,30.20000076,0
36.7,30.20000076,0
39.2,30.5,0
41.7,30.5,0
41.7,30.60000038,0
41.7,30.5,0
41.7,30.39962,0
34.8,30.29924,0
34.8,30.5,0
29.3,30.39962,0
26.3,30.29924,0
29.7,30.5,0
36,30.5,0
36,30.29924,0
33.9,30.5,0
33.9,30.5,0
33.9,30.39962,0
32.7,30.29924,0
31,30.39962,0
31,30.29924,0
30.6,30.39962,3
30.6,30.5,0
32.9,30.29924,1
33.1,30.39962,0
33.1,30.29924,0
33.1,30.39962,0
35.2,30.39962,0
35.2,30.5,0
35.2,30.60000038,0
35.2,30.60000038,0
35.2,30.60000038,0
35.2,30.60000038,0
37.3,30.70000076,1
42.2,30.79924,0
37.3,30.89962,0
37.3,31,0
37.3,31.20000076,0
39.4,31.29924,0
39.4,31.29924,0
39.4,31.39962,0
35.2,31.70000076,0
35.2,31.79924,0
32.9,31.89962,0
32.9,31.89962,0
32.9,32.09847,0
32.9,32.20000076,0
32.9,32.09847,0
32.9,32.29924,0
28.7,32.29924,0
28.7,32.40000153,0
30.8,32.59847,0
32.9,32.59847,0
32.9,32.70000076,0
32.9,32.70000076,0
32.9,32.90000153,0
42.3,33,0
45.5,33.20000076,22
45.5,33.20000076,3
49.7,33.40000153,8
51.8,33.20000076,0
51.8,33.20000076,0
56.1,33.20000076,0
56.1,33.20000076,0
56.1,33.20000076,0
56.1,33.20000076,0
56.1,33.20000076,0
56.1,33.20000076,0
56.1,33.09847,0
45.5,33.20000076,0
45.5,33.20000076,6
45.5,33.20000076,0
45.1,33.20000076,0
50,33.20000076,0
50,33.09847,0
50,33.09847,0
50,33,0
50,33.40000153,0
50,33.09847,0
50,33,0
39.8,33,0
39.8,33.20000076,0
39.8,33.09847,2
39.8,33.40000153,0
39.8,33.40000153,0
39.8,33.29924,0
39.8,33.29924,0
39.8,33.5,0
39.8,33.40000153,0
42.2,33.40000153,0
43.1,33.70000076,0
43.1,33.70000076,0
43.1,33.59847,0
50.1,33.70000076,2
50.1,33.70000076,3
50.1,33.59847,0
50.1,33.29924,0
44.2,33.20000076,0
44.2,33.20000076,0
44.5,33.29924,0
44.5,33.40000153,0
44.5,33.29924,0
44.2,33.29924,0
44.2,33.40000153,0
44.2,33.40000153,0
39.8,33.59847,3
39.5,33.59847,1
35.2,33.5,0
35.2,33.40000153,0
35.2,33.29924,0
35.4,33.29924,0
35.7,33.40000153,0
35.7,33.5,0
35.5,33.79924,0
35.4,33.59847,0
35.3,33.59847,0
35.1,33.5,0
52.9,33.5,20
51.9,33.40000153,0
56.7,33.29924,0
63.8,33.20000076,0
63.8,33.29924,0
63.8,33.40000153,0
65.5,33.5,0
65.5,33.40000153,0
65.5,33.40000153,0
65.5,33.5,0
65.5,33.5,0
65.5,33.40000153,0
65.5,33.59847,0
65.5,33.5,5
65.5,33.40000153,0
65.4,33.40000153,0
59.3,33.40000153,0
59.3,33.5,0
59.3,33.59847,0
59.2,33.59847,0
59.2,33.59847,0
59.2,33.59847,0
59.2,33.59847,0
59.2,33.59847,0
59.2,33.70000076,0
47.2,33.70000076,3
47.2,33.70000076,0
45.4,33.90000153,0
39.9,34,0
39.9,34.20000076,0
39.9,34.20000076,0
39.9,34.20000076,0
39.9,34.29924,0
39.9,34.40000153,0
39.9,34.5,0
39.9,34.70000076,0
36,34.79924,0
38.6,35,9
37.9,35,0
37.7,35,0
40.1,35,0
40.1,35,0
40.1,35.20000076,0
40.1,35.40000153,0
40.1,35.59847,0
40.1,35.5,0
40.1,35.5,0
40.1,35.40000153,0
40.1,35.5,0
30.1,35.40000153,0
30.1,35.29924,4
30.6,35.20000076,0
29.5,35.40000153,0
29.5,35.70000076,0
30.2,35.79924,0
30.2,35.70000076,0
30.2,35.79924,0
30.7,35.79924,0
35,35.79924,0
34.9,36,0
36.8,36.09847,0
36.7,36.29924,0
39.1,36.29924,1
39.2,36.29924,0
39.2,36.5,0
39.2,36.70000076,0
39.2,36.79924,0
41.3,36.70000076,0
41.3,36.90000153,0
41.3,36.90000153,0
41.3,37.09847,0
41.3,37.09847,0
42.2,37.29924,4
46.2,37.29924,0
47.4,37.5,0
47.4,37.5,0
43.7,37.79924,0
42.2,38,0
42.2,38.20000076,0
42.2,38.09847,0
42.2,38.20000076,0
42.2,38.40000153,0
42.2,38.70000076,0
42.2,38.90000153,0
42.2,39.09847,19
42.2,39.09847,5
37.5,39.20000076,0
37.5,39,0
37.5,39.09847,0
37.5,39.20000076,0
37.1,39.40000153,0
37.3,39.20000076,0
37.5,39.40000153,0
35.2,39.5,0
35.1,39.70000076,0
35.2,39.70000076,3
35.3,40,0
36.6,40.20000076,7
37.9,40.29924,0
38.5,40.29924,0
41.8,40.5,0
43.1,40.59847,0
44.6,40.59847,0
45.2,40.70000076,0
45.2,40.59847,0
45.2,40.59847,0
45.2,40.70000076,0
45.2,41,0
45.1,41.20000076,0
45.1,41.40000153,0
45.1,41.40000153,0
45.1,41.29924,0
45.1,41.5,0
45.1,41.70000076,0
45.1,42,0
45.1,42,0
45.1,42.09847,0
45.1,41.90000153,0
45.1,42.20000076,0
45.1,42.59847,0
45.1,43.09847,0
45.1,43.70000076,0
45.1,44.40000153,0
45.1,44.70000076,0
44,45,0
45.1,45.40000153,0
44,45.5,0
44,47,0
44,46.79924,0
45.1,46.79924,0
45.1,47,0
45.1,47.59847,0
45.3,49,1
45,49.90000153,0
45,50.20000076,0
45,50.59847,0
45,51.20000076,0
45,51.29924,0
45,52.79924,0
45,53.70000076,0
45.4,54.20000076,0
45.9,55.29924,0
47,56.20000076,0
47.5,56.29924,0
49.5,56.79924,0
49.7,56.79924,0
49.7,56.59847,0
49.7,57,0
49.7,57.40000153,0
49.7,57.90000153,0
49.5,58.59847,0
49.5,58.70000076,0
49.5,59.20000076,0
51.5,59.90000153,0
52,59.90000153,0
52,60,0
52,60.09847,1
51.4,59.90000153,2
51.4,59.90000153,0
52,60.29924,0
52,60.40000153,0
48.8,60.59847,0
47.7,60.79924,0
47.7,60.70000076,0
47.7,60.90000153,0
47.7,61.59847,0
47.7,61.79924,0
45.6,62.29924,0
44.5,62.59847,0
60.6,63.20000076,35
60.1,63.59847,2
60.1,64.09847,0
60.1,64.59847,0
63.5,64.69695,0
63.5,65,0
69,65,0
70.4,65.30000305,0
70.4,66,0
75.5,66.19695,0
76.6,66.5,0
76.6,67.09847,1
76.6,67.59847,3
76.7,67.80000305,1
76.7,68.69695,0
76.7,69.30000305,0
76.7,69.80000305,0
76.7,70.40000153,0
76.7,70.19695,0
76.7,70.69695,0
76.7,71.59847,0
79.7,71.90000153,0
82.7,72.69695,0
82.7,73.69695,4
82.7,74.59847,0
82.7,75.09847,0
82.7,75.90000153,0
82.7,76.40000153,0
82.7,76.69695,0
82.7,77.5,0
82.7,78,0
82.7,79.19695,0
82.7,80.5,0
82.7,81.19695,0
82.7,82,0
82.7,83.5,1
82.7,84.69695,0
82.7,85.5,9
80.8,86.30000305,0
80.8,86.69695,0
79.2,87.30000305,0
79.2,88.80000305,0
79.2,89.59847,0
79.2,89.59847,0
79.2,91,0
75.1,91.30000305,0
75.1,91.69695,0
76.6,93,0
89,93.80000305,37
99.2,94.80000305,0
107.4,95.69695,0
107.4,96.09847,0
107.4,96.40000153,0
107.4,96.90000153,0
107.4,96.69695,0
106.6,96.69695,0
106.1,97.80000305,0
102.7,97.90000153,0
99.5,98.19695,0
99.4,99,3
107.3,99,16
106.3,98.80000305,0
103.7,98.80000305,0
100.2,99,0
98,99.69695,0
98.1,100.4000015,0
97.6,100.5985,0
97.8,100.1969,0
97.7,101.1969,0
97.7,101.5,0
96.3,101.6969,0
96.6,101.1969,0
95.6,101.1969,0
95.2,101,0
95,100.9000015,0
96,101.3000031,0
95.5,101.5985,0
95.6,101.8000031,0
95.6,102,0
96.1,101.5985,0
96.1,102.5,0
96.5,102.1969,0
96.5,102.3000031,0
100.5,103.1969,24
114.9,103.5985,0
118.6,103.8000031,0
120.8,103.8000031,0
122.4,103.6969,0
125.5,103.6969,0
123.1,104.1969,0
124.6,103.8000031,0
128.3,103.1969,0
130.3,103.9000015,0
129.7,104.1969,0
129.5,104,0
127.3,104.0985,0
133.1,104.1969,32
133.2,104.0985,0
132.9,104.4000015,0
133.5,104.8000031,0
132.4,104.8000031,0
130.5,105.0985,0
126,104.5985,0
123.9,103.3000031,0
119.3,105,0
114.9,105.5985,0
112.8,105.9000015,0
104.4,105.5,9
102.2,104,7
97.6,102.5985,0
94.4,102.3000031,0
94.1,102.9000015,0
94.3,103.0985,0
94.2,102.5,0
94.2,102.6969,0
93.7,102.4000015,0
96,103.5985,0
98.6,103.5985,0
101.4,103.5,0
106.9,104,0
106.9,104.0985,0
107.4,104.3000031,0
109.5,105.0985,0
109.7,105.4000015,0
110,105.5,0
110.1,106,0
111,105.9000015,0
110.6,105.6969,0
110.6,106.1969,0
117.2,106.3000031,0
129.9,105.8000031,0
132.1,106.3000031,0
140.1,106.0985,0
142.4,106.3000031,0
140.5,107,0
142,107.5,0
141.1,107.6969,0
141.6,108.5985,0
142,108.6969,0
141.7,108.5985,0
140.7,109.4000015,0
140.8,109.8000031,0
139.1,110,0
136.4,111.0985,0
127.7,111.6969,0
126.5,112.0985,3
126.5,113,0
131.7,114.1969,0
139.2,114.3000031,0
140.6,114.0985,0
140.3,113.4000015,0
134,113.5985,0
131.6,114.9000015,0
123.1,114.9000015,0
121.7,115.4000015,0
137.6,117.5985,23
162.4,117.4000015,0
162.8,117.1969,0
159.9,117.1969,0
159.7,117.6969,0
160,117.8000031,0
160.4,118.1969,0
160.8,119.3000031,0
150.9,120.4000015,0
147.2,122.3000031,0
120.9,122.9000015,0
117.8,122,0
114.4,122.3000031,0
114.4,121.4000015,0
111.7,120.9000015,0
111.7,121.0985,0
111,121.8000031,0
111,121.9000015,0
111,121.5985,0
107.2,121.6969,0
107.4,121.4000015,0
116,122.1969,0
127.3,122.3000031,0
131.5,121.9000015,0
135.1,121.8000031,0
134.7,122.0985,0
134.7,122.1969,0
134.3,122.4000015,0
126.2,123.1969,0
118.5,123.9000015,0
115.5,123.6969,0
114.5,123.5985,0
112.5,123.3000031,0
106.5,124.4000015,0
104.2,124,0
98.8,123.8000031,0
91.6,124.1969,0
88.8,124.5,0
88.2,124.6969,0
89,125.5,0
89.3,125.8000031,0
97.5,125.5,0
104.5,125.3000031,0
104.5,124.1969,0
104.7,123.8000031,0
104.7,124.5985,0
107.9,124.5,0
107.9,124.0985,0
107.9,124.5,0
104.8,124.8000031,0
104.2,124.9000015,0
104.2,125,0
102.7,125.3000031,0
101.2,125.5985,0
100.2,126,0
100.1,126.5,0
99.9,125.5985,0
99.8,125.8000031,0
100.7,126.0985,0
100.5,126.1969,0
107.4,126.5985,0
106.4,126.9000015,3
107.6,127.0985,0
107.6,127.5985,0
109.1,128.1000061,0
109.1,128.1969,0
109.1,128.1969,0
105.3,128.1000061,0
101,127.9000015,0
101.6,128.6969,0
106.1,128.6969,0
107.3,129.1000061,0
109.4,129.3939,4
112.5,129.3939,6
117.2,130.1000061,0
119.5,130.6000061,0
119.5,131.1000061,0
119.5,131.6969,0
115.3,131.5,0
113.6,131.8939,0
113.6,131.8000031,0
112.8,132.6969,0
112.8,132.6000061,0
108.8,132.6969,0
106.9,132.6000061,0
106.9,132.1969,6
106,132.1000061,0
107.6,131.6000061,0
107.7,131.6000061,0
107.3,131.6000061,0
105.3,131.3000031,0
105.8,131.6969,0
102.7,131.8000031,0
101.4,132.3000031,0
95,131.6969,0
94.2,131.1000061,0
94.9,130.3000031,0
101.2,130.1969,0
104.1,130.1000061,0
103.2,130.3939,0
108.8,130.6000061,0
109.1,130.6969,0
109.5,131,0
109.6,130.6969,0
109.5,130.6000061,0
110.2,131.3939,0
119.1,130.8939,0
121.2,131.1000061,0
119.7,131.3939,1
118.6,130.8000031,0
118,131.1000061,0
115.5,131.8939,0
113.3,132.3939,0
113.2,132.6969,0
112.5,132.8939,0
111.3,133.6969,0
112.4,134.6969,0
112.5,135.1000061,0
113.1,134.8939,0
112.4,134.8939,0
110,134.6969,0
108.9,136,0
108,136.8000031,0
107.1,136.6969,0
106.9,137.3000031,0
106.6,138.6000061,0
105.4,138.6000061,0
104.8,138.1969,0
101.5,139.3939,0
100.4,140.1000061,0
99.8,140,0
99.1,139.6969,0
