"r","y","pi"
1.41,7.89497631098239,0
1.47,7.91112311901891,0
2.15,7.92448049351139,0.749063670411987
2.5,7.93048026984537,-0.371747211895901
2.3,7.92661415146123,0
2.42,7.93482573603714,1.49253731343284
2.91,7.93400760529836,0.735294117647056
3.22,7.95023380514636,0.72992700729928
2.96,7.95665793089543,0.724637681159424
3.22,7.95443757938809,1.07913669064748
3.46,7.96413033604314,0.711743772241991
2.75,7.95382647754546,0.353356890459366
1.1,7.92756026321844,1.40845070422535
0.75,7.93413660204782,0.34722222222221
2.7,7.9569924324186,0
2.68,7.98011393730539,0
2.78,7.99854673114701,0
3.14,8.02257255472199,0.69204152249136
4.1,8.02064482746037,0.687285223367695
4.4,8.02456891357945,0.341296928327628
3.02,8.04660122913656,0
2.19,8.04279913834921,0.680272108843538
2.3,8.04528599152898,0
2.2,8.03310686483987,0.67567567567568
2.42,8.03988325600136,0
2.27,8.05830135687718,0
2.23,8.07483772476806,0.671140939597303
2.67,8.0949024224469,0
2.75,8.1127534574323,0.333333333333341
2.9,8.12347066849964,0.332225913621254
2.74,8.13295117185955,0.662251655629142
2.92,8.13682432174764,0
2.91,8.14789027780418,0.328947368421062
2.99,8.16084219500084,0.327868852459012
3.37,8.18017492574829,0.326797385620914
3.51,8.18728647452391,0.651465798045603
3.51,8.20868454361235,0
3.47,8.22050589335859,0.323624595469263
3.55,8.2339975730948,0.322580645161286
3.82,8.23753722344332,0.321543408360125
3.93,8.26190137810154,0.320512820512819
3.81,8.27547978263278,0.958466453674123
4.02,8.29558645859131,0
4.49,8.31889614328966,0.632911392405067
4.52,8.34328994103994,0.943396226415105
4.58,8.34737640309019,0.934579439252325
5.34,8.35447471259806,0.92592592592593
4.81,8.36301164444593,0.611620795107015
4.01,8.37215030939302,0.303951367781163
4,8.37302716528546,0.909090909090904
4.39,8.38162269265573,0.900900900900914
5.04,8.38964000792275,0.89285714285714
5.17,8.40974360628262,1.17994100294985
5.3,8.4264896248576,1.16618075801751
5.16,8.43366635454082,1.15273775216138
6.25,8.438107342474,1.13960113960114
5.99,8.45353684105158,1.69014084507042
6.29,8.45673890509189,1.38504155124655
7.14,8.46297837036476,1.36612021857923
8.01,8.45860365989807,1.61725067385445
6.38,8.4568298354669,1.32625994694959
6.49,8.45859772197692,1.57068062827224
5.84,8.46741727154926,1.03092783505156
4.85,8.45707815224051,1.53061224489794
3.64,8.48350175559571,0.502512562814084
5.22,8.48919240284083,1.50000000000001
4.6,8.49698027996502,0.492610837438412
3.68,8.49989666522376,0.735294117647078
3.83,8.51768027277285,0.729927007299258
4.06,8.54057333333757,0.724637681159424
4.55,8.54974711544955,0.959232613908867
5.14,8.56621685213275,0.950118764845609
6.4,8.59053695735304,1.88235294117647
7.52,8.60181077222727,2.07852193995381
6.98,8.59636197887118,2.26244343891402
7.46,8.60564298339083,2.21238938053097
8.28,8.59730186614467,3.46320346320346
7.34,8.59992735080506,2.51046025104602
6.12,8.59019808397273,3.26530612244897
7.06,8.58619038289386,2.56916996047429
5.53,8.57403542194218,1.54142581888248
5.86,8.58171046232802,1.70777988614801
6.58,8.59810143210029,1.86567164179106
5.2,8.61149304282886,1.64835164835164
4.97,8.63382356301057,0.720720720720713
5.37,8.64135088790183,1.61001788908766
5.06,8.64642264395135,1.40845070422535
4.34,8.65390038583961,1.04166666666667
4.54,8.66546835845978,2.23367697594501
4.98,8.68490470607878,2.01680672268909
5.89,8.70244146120446,1.15321252059308
6.13,8.70254648119325,1.14006514657981
6.47,8.70601987723771,2.09339774557165
7.01,8.74416349137907,2.83911671924291
7.98,8.75389513096661,1.99386503067485
9.26,8.76721825549092,1.8045112781955
9.44,8.76920311112024,3.10192023633677
8.95,8.77041300330034,3.58166189111748
10.12,8.77756778549403,3.18118948824342
12.04,8.78015327834627,2.81501340482575
14.24,8.78338274550991,4.4328552803129
7.88,8.76289290888988,3.24594257178528
11.44,8.76137656516931,1.57194679564692
14.3,8.77973959314189,2.73809523809523
12.46,8.80022336052419,2.54924681344149
14.28,8.79289412582111,2.37288135593219
14.34,8.80430380061399,2.86975717439295
11.08,8.79256890024805,0.858369098712441
13.26,8.77569971667488,0.531914893617014
12.76,8.78113267611111,2.64550264550265
7.62,8.77752462184522,0.927835051546388
7.92,8.77849966585183,-0.306435137895822
8.64,8.79151263022608,0.307377049180335
8.79,8.81407585829351,1.63432073544432
8.71,8.83346592771187,1.20603015075378
8.97,8.85387811970269,0.595829195630571
9.72,8.8735516652836,1.28331688055281
9.92,8.89096258905325,1.07212475633529
10.22,8.90075251013249,1.2536162005786
7.85,8.90869716145991,0.285714285714289
8.18,8.91858936596386,1.04463437796771
6.83,8.92770262217626,1.12781954887218
7.04,8.94313991194428,0.650557620817849
7.05,8.95061374588018,0.923361034164349
6.34,8.95983962685105,-0.457456541628543
5.96,8.96441975661147,0.643382352941169
5.2,8.97443511033238,0.639269406392695
5.67,8.97959928232053,0.272232304900188
5.61,8.98656724752239,1.44796380090497
5.73,8.99772990247489,1.24888492417485
6.61,9.00675861013552,1.32158590308371
5.68,9.02312932106439,0.347826086956537
5.71,9.02873743691177,0.953206239168103
6.56,9.04186373050416,1.28755364806867
7.25,9.04761930440282,1.52542372881355
8.1,9.06077831496484,0.584307178631049
8.9,9.07081516657662,1.49377593360995
7.99,9.07864785900421,1.47179067865904
7.91,9.0860851367492,0.725221595487513
7.55,9.08819872636484,0.879999999999992
7.8,9.09908797768441,2.06185567010309
7.74,9.1029474590642,0.932400932400945
7.14,9.10319437440488,2.15550423402615
6.44,9.09463351706421,0.828937452901291
5.74,9.08992983746597,0.896860986547066
5.54,9.09766046816494,0.740740740740731
5.11,9.10244910110157,0.882352941176467
3.88,9.10680530029235,0.51020408163267
4.05,9.11854849567716,1.01522842639594
3.57,9.12951473289182,0.646087580760923
2.69,9.13918888664356,0.784593437945813
3.08,9.14915919531183,0.424628450106157
2.89,9.15102180315111,1.19802677942211
3.03,9.15695077662116,0.557103064066866
2.92,9.16181555759838,0.484764542936289
3.01,9.17507675517978,0.482425913163342
3.48,9.18483341789977,0.960219478737989
4.15,9.19840786190315,0.543478260869579
4.67,9.20428759079878,0.945945945945947
5.53,9.21557842936918,0.200803212851386
5.7,9.21899065020624,1.13560454241819
5.44,9.22247860465535,0.726552179656537
5.24,9.23100262968424,0.459016393442613
4.96,9.23807673788996,0.195822454308092
5,9.24461531726513,1.43322475570031
5.04,9.26192462902999,0.642260757867685
4.91,9.27113232096912,0.701978302488837
5.07,9.2816425616009,0.506970849176169
5.21,9.28923546754863,0.882723833543508
5.06,9.3042086035818,0.187500000000007
4.93,9.31686138399755,0.561447286338113
5.22,9.32459086443126,0.0620347394540977
5.02,9.33443641637122,0.557966522008657
4.97,9.34408826616255,0.493218249075222
4.26,9.35708544068854,0.3680981595092
4.37,9.37336748232819,0.183374083129584
4.37,9.38132077700714,0.671140939597303
4.65,9.38953404202879,0.72727272727271
4.74,9.40204072669251,1.02286401925391
5.17,9.41924997965421,0.238237045860634
5.72,9.42214750826624,1.72311348781935
5.71,9.44085905998743,0.700934579439272
6.05,9.44206111379792,0.754060324825967
5.73,9.44772901842643,0.17271157167531
4.2,9.44488136498925,1.26436781609194
3.57,9.4501682033958,1.02156640181612
2.35,9.4470006394996,0.168539325842709
1.71,9.44977206829675,-0.897363993269784
1.76,9.45893784601065,1.18845500848899
1.67,9.46443996253376,0.615212527964193
1.54,9.46929645055524,0.611450806003333
1.2,9.46993279844766,-0.0552486187845314
1.12,9.47509938213456,1.82421227197345
0.89,9.48433588430469,-0.271444082519001
0.93,9.50094494476064,0.816548720740329
0.93,9.51256937293863,-0.485961123110135
0.93,9.51830356017146,1.68204015192621
1.31,9.52560699328792,1.22732123799358
1.68,9.53465529271483,0.10542962572484
2.18,9.54326174029129,0.210637177461814
2.73,9.55386489693716,1.57645822385706
3.06,9.5590725051442,0.620796689084324
3.47,9.56743821647986,2.2107969151671
3.99,9.57313719889197,-1.00603621730382
4.52,9.58507950162424,1.52439024390243
4.87,9.58806319697247,1.55155155155156
4.77,9.58895713390243,0
4.89,9.59675381074864,-0.54213898472153
4.9,9.59737141188381,1.76015857284439
4.68,9.60499148571452,1.46090615138883
3.72,9.61169484298023,0.0662340654277394
3.29,9.61525759669031,0.741522375173864
1.36,9.60840818745387,1.6625721304919
1.87,9.61335962475064,2.47602188003446
0.9,9.60855546210252,-0.014624225944293
0.11,9.58719919405517,-3.91026725111182
0.21,9.57324711783868,1.18014726867972
0.19,9.57189246327304,1.40285554442925
0.14,9.57515548466029,0.127959646349196
0.06,9.58478948531996,-0.00926058832516619
0.16,9.58910860196169,0.778887607722178
0.18,9.59872259493423,0.15347078311454
0.16,9.60544923886071,0.217466106943776
0.12,9.6117305889812,0.338767344659163
0.09,9.60786073736076,1.95639180760931
0.03,9.61510890419835,1.00909754012897
0.02,9.61721442039497,0.517007646574097
0.02,9.62840938280902,-0.536385633503611
0.07,9.63397586095814,1.64841008188876
0.09,9.63800621002462,0.037490409430152
0.1,9.64415546138128,0.84060345654049
0.05,9.64430883880989,-0.780443115376805
0.07,9.65107229713875,1.38152708394128
0.04,9.65544860400964,0.314039858574655
0.02,9.66649466536806,0.276226531451296
0.07,9.67509324007163,-0.469786332634348
